ID,Date,Name,Age,Father's Name,Father's Occupation,Address,City,State,Pincode,School Name,Board,Course,Email ID,Ph No,Gender,Specialization,How did they know about the college,Talk Start Duration,Talk End Duration,Marketer Assigned,Inquiry Type,Called
186,02-01-2024,Darsh,23,Aashi,Doctor,"H.No. 53, Garg Zila, Chennai-305356",Bhusawal,Tamil Nadu,38644,Chinmaya Vidyalaya,ICSE,BBA,udarsh35@example.com,+91 +914410646237,Female,Marketing,Website,13:44:55,14:38:55,Priya,"Specialization available, No.of candidates placed, Availability of Hostel facility",Yes
187,02-01-2024,Arjun,23,Vrinda,Businessman,"239, Vora, Bhagalpur-667901",Katni,Tamil Nadu,850694,National Public School,ICSE,BBA,hkale@example.net,+91 0678302012,Female,HR,Friends,09:19:11,10:17:11,Priya,Specialization available,No
188,02-01-2024,Mugdha,21,Januja,Teacher,"36/11, Chaudhry Path, Amroha-049056",Coimbatore,Tamil Nadu,808240,Don Bosco School,State,BBA,dkrish@example.org,+91 8737062919,Female,Operations,Cricket Match,11:32:24,12:31:24,Priya,"No.of candidates placed, Scope of the course",Yes
189,02-01-2024,Avi,21,Abdul,Businessman,"H.No. 50, Bhattacharyya Ganj, Hubli–Dharwad 924648",Patiala,Telugu,547266,Vidhya Mandir,ICSE,BBA,parsabachittar@example.net,+91 7389505487,Male,Finance,Friends,14:10:57,14:39:57,Priya,No.of candidates placed,Yes
190,02-01-2024,Raagini,22,Divya,Teacher,"808, Walia Zila, Panvel-531931",Kadapa,Tamil Nadu,942610,Vidhya Mandir,CBSE,MBA,zkeer@example.net,+91 +918982427054,Male,Finance,Friends,10:36:19,10:45:19,Priya,"Specialization available, Campus Location, No Interest",No
191,02-01-2024,Tarak,19,Daksha,Doctor,"671, Chanda Zila, Saharanpur 670076",Bokaro,Kerala,29145,St. Joseph's Matriculation,State,BBA,qdhar@example.net,+91 8815089360,Male,Finance,Friends,17:33:39,17:41:39,Priya,"Specialization available, Other Queries",Yes
192,02-01-2024,Aarush,22,Laksh,Doctor,"H.No. 48, Dani Circle, Jehanabad 104845",Dhanbad,Kerala,15442,Vidhya Mandir,State,MBA,gangulylaban@example.org,+91 00484760608,Female,Marketing,Social media,11:32:00,11:41:00,Priya,"Campus Location, Placement opportunities, Specialization available",No
193,02-01-2024,Radha,17,Luke,Engineer,"24, Saraf Road, Junagadh-285189",Junagadh,Tamil Nadu,380401,Vidhya Mandir,CBSE,BBA,chaitanyagara@example.org,+91 +917018503436,Female,Finance,Website,15:08:29,15:42:29,Priya,"Other Queries, Placement opportunities",No
194,02-01-2024,Zarna,19,Raghav,Engineer,"H.No. 288, Prabhu Zila, Malda-213062",Cuttack,Telugu,537720,St. Joseph's Matriculation,ICSE,MBA,yoshitasalvi@example.com,+91 03899954946,Male,Finance,Friends,12:32:59,13:23:59,Priya,Placement opportunities,Yes
195,02-01-2024,Gaurang,19,Darpan,Engineer,"80/66, Dara Chowk, Bellary 296141",Kirari Suleman Nagar,Kerala,577741,St. Joseph's Matriculation,ICSE,MBA,goyalrajata@example.net,+91 +919166015734,Female,Operations,Cricket Match,09:18:25,09:30:25,Priya,No Interest,Yes
196,02-01-2024,Baghyawati,17,Kalpit,Businessman,"32/953, Mukhopadhyay Street, Guntur 222418",Satna,Kerala,553087,Don Bosco School,ICSE,MBA,kariazaan@example.org,+91 9784002241,Female,Marketing,Cricket Match,12:25:05,13:21:05,Priya,No.of candidates placed,Yes
197,02-01-2024,Xiti,24,Ayaan,Doctor,"H.No. 41, Buch Zila, Bilaspur 612898",Morena,Tamil Nadu,76197,St. Joseph's Matriculation,CBSE,BBA,rattiwarhi@example.org,+91 04266442879,Male,Marketing,Cricket Match,13:35:21,14:20:21,Priya,"Brochure Request, Specialization available",No
198,02-01-2024,Sachi,20,Dakshesh,Businessman,"87, Walia Path, Uluberia 770534",Kottayam,Kerala,631978,National Public School,State,BBA,bina33@example.com,+91 +910376949226,Female,HR,Friends,17:41:32,18:13:32,Priya,No Interest,No
199,02-01-2024,Raghav,20,Shivansh,Engineer,"16, Gandhi Road, Imphal-394106",Satna,Kerala,606140,Narayana Group,State,MBA,pandeyvritti@example.net,+91 8421242754,Female,HR,Cricket Match,17:31:14,18:30:14,Priya,"Specialization available, Placement opportunities",No
200,02-01-2024,Veda,17,Urmi,Doctor,"68/83, Balan Circle, Buxar-874896",Noida,Kerala,820861,Vidhya Mandir,CBSE,BBA,ymane@example.net,+91 +914471726858,Male,Operations,LinkedIn,16:09:37,16:36:37,Priya,"Brochure Request, Availability of Hostel facility, Specialization available",Yes
201,03-01-2024,Aayush,23,Meghana,Doctor,"H.No. 391, Krishnamurthy Nagar, Navi Mumbai-875739",Indore,Telugu,367560,National Public School,State,BBA,dhaliwalwazir@example.org,+91 07105208061,Male,Marketing,Website,10:56:57,11:49:57,Lakshmi,No.of candidates placed,No
202,03-01-2024,Jalsa,21,Megha,Businessman,"87, Subramanian Zila, Gaya 350860",Coimbatore,Kerala,7649,Chinmaya Vidyalaya,State,MBA,cmishra@example.com,+91 +917967982562,Female,Operations,Website,10:46:41,11:15:41,Lakshmi,No Interest,No
203,03-01-2024,Sachi,18,Max,Farmer,"75/22, Nori Road, Kakinada 626171",Karimnagar,Telugu,703317,National Public School,CBSE,BBA,falguni28@example.org,+91 09315444463,Male,Marketing,Website,15:11:06,16:01:06,Lakshmi,"Scope of the course, Campus Location, Placement opportunities",No
204,03-01-2024,Ganga,25,Lohit,Engineer,"H.No. 374, Iyer Nagar, Kurnool-991160",Srikakulam,Telugu,437814,Chinmaya Vidyalaya,CBSE,MBA,harrison63@example.com,+91 04745505993,Male,Finance,LinkedIn,09:13:42,09:19:42,Lakshmi,"Brochure Request, Fee Structure Inquiry, Placement opportunities",Yes
205,03-01-2024,Om,23,Krisha,Teacher,"H.No. 074, Chad Ganj, Muzaffarpur 473475",Jabalpur,Telugu,277595,Vidhya Mandir,ICSE,MBA,suriluke@example.net,+91 06326998789,Female,Finance,LinkedIn,09:28:59,09:35:59,Lakshmi,"Specialization available, Placement opportunities, Campus Location",No
206,03-01-2024,Anay,25,Harita,Engineer,"H.No. 36, Chauhan Road, Bettiah 837097",Phusro,Kerala,410789,Vidhya Mandir,ICSE,MBA,qdatta@example.net,+91 04652884409,Male,HR,Website,10:14:26,10:21:26,Lakshmi,"Brochure Request, No Interest",Yes
207,03-01-2024,Mugdha,21,Upma,Teacher,"83/30, Agarwal Path, Giridih 169502",Pali,Kerala,326234,Narayana Group,State,BBA,wakeetasrinivasan@example.org,+91 03001163797,Female,Finance,Cricket Match,10:26:31,10:45:31,Lakshmi,"Campus Location, Fee Structure Inquiry, No Interest",Yes
208,03-01-2024,Falan,23,Brinda,Businessman,"743, Pau Chowk, Giridih 584915",Thrissur,Kerala,657452,Narayana Group,CBSE,BBA,bhallajanani@example.org,+91 +917017146969,Male,HR,LinkedIn,12:43:27,13:06:27,Lakshmi,"No.of candidates placed, Brochure Request",Yes
209,03-01-2024,Hitesh,23,Nidhi,Doctor,"714, Karnik Street, Jamnagar-378677",Naihati,Tamil Nadu,178585,Narayana Group,State,BBA,balvan07@example.com,+91 6480821006,Female,Operations,Website,09:52:00,10:42:00,Lakshmi,"Availability of Hostel facility, Scope of the course",No
210,03-01-2024,Joshua,20,Omya,Engineer,"H.No. 996, Garg, Kamarhati 120177",Vasai-Virar,Telugu,831670,Vidhya Mandir,State,MBA,chanakya02@example.net,+91 3253028719,Female,HR,Social media,10:15:58,10:53:58,Lakshmi,No.of candidates placed,No
211,03-01-2024,Ayushman,25,Orinder,Farmer,"H.No. 50, Tella Nagar, Tumkur 575186",Karimnagar,Telugu,256606,Vidhya Mandir,CBSE,MBA,ramachandranrishi@example.org,+91 8572534597,Male,Finance,Friends,14:21:09,14:41:09,Lakshmi,"No.of candidates placed, Availability of Hostel facility, Brochure Request",Yes
212,03-01-2024,Theodore,19,Chakradhar,Farmer,"00/370, Bhandari Marg, Haridwar-937901",Ranchi,Kerala,221263,Narayana Group,State,MBA,indali75@example.com,+91 +918441892485,Male,HR,Social media,10:55:08,11:36:08,Lakshmi,Campus Location,Yes
213,03-01-2024,Bhavini,25,Tarak,Farmer,"22/254, Sangha Path, Hubli–Dharwad 486847",Bhagalpur,Telugu,873641,Chinmaya Vidyalaya,CBSE,MBA,kalealexander@example.com,+91 5554222866,Female,Operations,Website,13:04:41,13:58:41,Lakshmi,"Scope of the course, Availability of Hostel facility",No
214,03-01-2024,Zayan,24,Ikbal,Teacher,"H.No. 481, Chaudhari Nagar, Ambarnath-662143",Dharmavaram,Telugu,92213,Narayana Group,State,BBA,akeer@example.org,+91 +914754299653,Male,Marketing,LinkedIn,14:42:40,14:53:40,Lakshmi,No.of candidates placed,Yes
215,03-01-2024,Zayan,19,Siddharth,Doctor,"33/977, Ratti Marg, Miryalaguda-213090",Sagar,Kerala,288017,Don Bosco School,ICSE,BBA,diptabhakta@example.com,+91 +917788200466,Female,Operations,Cricket Match,10:07:48,10:12:48,Lakshmi,"Placement opportunities, Availability of Hostel facility",No
216,03-01-2024,Dev,23,Qasim,Doctor,"95/20, Chad Marg, Thrissur 662309",Morbi,Telugu,399777,National Public School,ICSE,MBA,svasa@example.com,+91 6881743300,Male,Finance,Website,09:29:26,09:43:26,Lakshmi,"Fee Structure Inquiry, Scope of the course, Placement opportunities",Yes
217,03-01-2024,Chameli,21,Xalak,Engineer,"254, Pant Chowk, Vijayawada-225973",Nandyal,Tamil Nadu,654648,Don Bosco School,CBSE,MBA,abhadeshmukh@example.net,+91 3955730491,Male,Operations,Friends,17:27:25,17:52:25,Lakshmi,"No.of candidates placed, Scope of the course",No
218,03-01-2024,Neelima,24,Lajita,Engineer,"49/782, Varughese, Machilipatnam 451725",Serampore,Telugu,337936,Narayana Group,State,MBA,bsane@example.com,+91 9609101341,Male,HR,LinkedIn,11:57:35,12:21:35,Lakshmi,"Specialization available, Scope of the course, Other Queries",Yes
219,03-01-2024,Chandani,17,Neel,Teacher,"566, Walla Marg, Dibrugarh-925617",Avadi,Kerala,666699,Narayana Group,State,MBA,amrutabasak@example.org,+91 07183706157,Female,Marketing,Website,10:38:47,11:07:47,Lakshmi,No Interest,Yes
220,03-01-2024,Brijesh,18,Manbir,Businessman,"246, Om Street, Nagercoil 532096",Rajahmundry,Telugu,411703,St. Joseph's Matriculation,CBSE,MBA,simonmody@example.org,+91 07470598607,Male,Finance,Website,11:14:38,11:31:38,Lakshmi,"Other Queries, Availability of Hostel facility, Campus Location",No
221,03-01-2024,Viraj,24,Chanchal,Farmer,"H.No. 45, Mammen Nagar, Guna 425303",Khandwa,Telugu,921623,Narayana Group,ICSE,MBA,anyaanne@example.net,+91 +915878028344,Male,Operations,LinkedIn,15:38:31,16:18:31,Lakshmi,No Interest,Yes
222,03-01-2024,Naveen,19,Adweta,Farmer,"47/52, Grewal Circle, Maheshtala-200348",Baranagar,Tamil Nadu,590468,National Public School,State,MBA,aryan00@example.com,+91 0542709050,Male,Operations,Website,13:13:11,13:38:11,Lakshmi,Brochure Request,Yes
223,03-01-2024,Xiti,25,Kiaan,Businessman,"540, Gokhale Ganj, Barasat-184788",Arrah,Tamil Nadu,915975,National Public School,ICSE,MBA,alexander54@example.net,+91 07946426137,Male,Marketing,Cricket Match,11:43:47,11:49:47,Lakshmi,Campus Location,No
224,03-01-2024,Amrita,21,Kritika,Engineer,"87/98, Aurora Marg, Ajmer-067941",Saharsa,Tamil Nadu,763607,Chinmaya Vidyalaya,CBSE,MBA,yachana64@example.net,+91 1552787196,Male,Operations,LinkedIn,16:08:32,16:15:32,Lakshmi,"No Interest, Specialization available",No
225,03-01-2024,Jai,18,Girish,Doctor,"94/586, Atwal Road, Bellary 995006",Saharanpur,Kerala,724519,Narayana Group,State,MBA,rjaggi@example.com,+91 +914118565142,Male,HR,Social media,11:23:32,12:18:32,Lakshmi,"Fee Structure Inquiry, No.of candidates placed",Yes
226,03-01-2024,Nilima,22,Azad,Engineer,"H.No. 253, Banerjee Nagar, Thiruvananthapuram-943646",Jalgaon,Telugu,889810,Vidhya Mandir,State,MBA,vkaur@example.org,+91 02368000117,Female,Marketing,Social media,15:22:24,15:40:24,Jenifer,"Specialization available, Campus Location, Brochure Request",No
227,03-01-2024,Chanakya,19,Advika,Teacher,"18, Joshi, Dibrugarh-920445",Dewas,Tamil Nadu,878285,Chinmaya Vidyalaya,ICSE,BBA,dakshmukhopadhyay@example.net,+91 6578203639,Male,Operations,Social media,10:15:25,10:36:25,Jenifer,"Other Queries, No.of candidates placed",Yes
228,03-01-2024,Oscar,21,Baljiwan,Doctor,"23, Ahluwalia Marg, Raipur 352245",Panchkula,Telugu,605871,St. Joseph's Matriculation,State,MBA,jdar@example.org,+91 +919776204171,Male,Operations,LinkedIn,13:27:16,14:16:16,Jenifer,Other Queries,Yes
229,03-01-2024,Nandini,23,Nimrat,Engineer,"H.No. 59, Lad Marg, Coimbatore-091319",Durg,Kerala,153304,Narayana Group,State,BBA,jhalak09@example.org,+91 06821588641,Male,HR,Friends,14:48:44,15:23:44,Jenifer,No.of candidates placed,No
230,03-01-2024,Charvi,23,Brijesh,Doctor,"60/68, Zacharia, Tadipatri-820960",Kakinada,Tamil Nadu,396011,Don Bosco School,State,BBA,naidudaniel@example.com,+91 00876762925,Male,Finance,Cricket Match,17:39:44,17:53:44,Jenifer,"Fee Structure Inquiry, Availability of Hostel facility, Other Queries",No
231,03-01-2024,Priya,19,Upkaar,Doctor,"H.No. 99, Sachdeva Ganj, Shimoga-233010",Siliguri,Tamil Nadu,944940,Vidhya Mandir,ICSE,BBA,jagvi13@example.com,+91 +918412551533,Male,HR,Website,12:31:36,13:26:36,Jenifer,Scope of the course,Yes
232,03-01-2024,Girik,25,Madhav,Businessman,"H.No. 81, Menon Marg, Pallavaram 856762",Tumkur,Telugu,736010,St. Joseph's Matriculation,State,MBA,bhattiekani@example.net,+91 5212525304,Male,Operations,Friends,13:17:56,13:38:56,Jenifer,Scope of the course,No
233,03-01-2024,Teerth,22,Edhitha,Doctor,"56/57, Samra Nagar, Jamnagar-165319",Jalna,Tamil Nadu,141240,Narayana Group,CBSE,BBA,krishnanchatresh@example.com,+91 1617280423,Female,Finance,Cricket Match,14:52:21,15:39:21,Jenifer,"Scope of the course, Specialization available",No
234,03-01-2024,Gabriel,17,Gaurika,Teacher,"61, Shan Street, Barasat-690393",Morena,Telugu,689698,Chinmaya Vidyalaya,ICSE,BBA,dbansal@example.net,+91 +913820878636,Female,Finance,Cricket Match,17:14:23,17:25:23,Jenifer,"Other Queries, Specialization available",No
235,03-01-2024,Harinakshi,18,Krisha,Engineer,"690, Nazareth Path, Jodhpur-510103",Thiruvananthapuram,Tamil Nadu,806723,National Public School,State,BBA,dchopra@example.com,+91 1906806240,Female,HR,LinkedIn,17:58:07,18:36:07,Jenifer,"No.of candidates placed, Brochure Request",Yes
236,03-01-2024,Siddharth,23,Faraj,Businessman,"H.No. 847, Khatri Street, Sirsa-074020",Panvel,Telugu,35890,National Public School,CBSE,MBA,ekiyachaudhuri@example.net,+91 07865449131,Male,Marketing,Friends,16:14:39,16:48:39,Jenifer,"No Interest, Scope of the course, Brochure Request",Yes
237,03-01-2024,Shravya,19,Victor,Teacher,"36/975, Gala Road, Sri Ganganagar 527762",Sri Ganganagar,Tamil Nadu,161926,Narayana Group,State,BBA,mdhaliwal@example.net,+91 +914871969141,Female,HR,Social media,09:43:57,10:42:57,Jenifer,"Availability of Hostel facility, Specialization available, Other Queries",Yes
238,03-01-2024,Vinaya,22,Damini,Doctor,"56, Rana Chowk, Mehsana-154516",Aurangabad,Kerala,21365,Vidhya Mandir,State,MBA,boseradha@example.net,+91 4154121338,Female,Finance,Friends,09:58:17,10:46:17,Jenifer,"No.of candidates placed, Availability of Hostel facility",No
239,03-01-2024,Aarini,22,Azad,Engineer,"H.No. 463, Ratta Road, Bhagalpur 475049",Erode,Kerala,37890,Chinmaya Vidyalaya,State,MBA,kabirmerchant@example.org,+91 +918952641049,Female,Operations,Cricket Match,14:28:24,15:13:24,Jenifer,"Specialization available, No Interest, Campus Location",Yes
240,03-01-2024,Ekbal,23,Jonathan,Engineer,"949, Jain Road, Panihati-290001",Surendranagar Dudhrej,Telugu,569469,St. Joseph's Matriculation,ICSE,MBA,max59@example.com,+91 08097313590,Female,Finance,Friends,11:13:13,11:42:13,Jenifer,Campus Location,No
241,03-01-2024,Lajita,19,Zashil,Businessman,"73/11, Chokshi Path, Ranchi 175959",Agartala,Telugu,782715,Narayana Group,ICSE,MBA,yashodamishra@example.net,+91 1907619966,Male,Operations,Website,15:50:21,16:11:21,Jenifer,"Campus Location, Scope of the course, No.of candidates placed",Yes
242,03-01-2024,Kavya,20,Ishanvi,Businessman,"82/881, Sarma Zila, Patna-439597",Deoghar,Kerala,464937,Chinmaya Vidyalaya,CBSE,BBA,aryan01@example.net,+91 3114458592,Male,Finance,LinkedIn,17:45:45,18:16:45,Jenifer,Fee Structure Inquiry,Yes
243,03-01-2024,Girish,18,Tanveer,Teacher,"34/78, Peri Ganj, Tirunelveli 929103",Durgapur,Telugu,177801,Chinmaya Vidyalaya,State,MBA,jason37@example.org,+91 7230254721,Male,Operations,Social media,15:54:27,16:27:27,Jenifer,Other Queries,Yes
244,03-01-2024,Ekiya,17,Chanakya,Teacher,"68/439, Gola Circle, Kochi 054550",Bahraich,Telugu,913403,Vidhya Mandir,ICSE,BBA,deygautami@example.com,+91 9927424710,Male,Finance,Friends,12:22:30,13:17:30,Jenifer,Other Queries,No
245,03-01-2024,Darika,21,Saanvi,Teacher,"H.No. 798, Vasa Ganj, Hyderabad-100235",Gandhinagar,Tamil Nadu,871989,Don Bosco School,ICSE,BBA,lwagle@example.org,+91 9341334961,Female,HR,LinkedIn,11:03:23,12:00:23,Jenifer,"Brochure Request, Scope of the course, Specialization available",Yes
246,03-01-2024,Dakshesh,24,Advaith,Teacher,"H.No. 215, Kale Ganj, Bhagalpur 471808",Udupi,Tamil Nadu,976860,Chinmaya Vidyalaya,State,BBA,chackochandani@example.org,+91 09543769491,Male,Finance,Friends,15:18:49,15:42:49,Jenifer,"No Interest, Specialization available",No
247,03-01-2024,Arjun,19,Oviya,Teacher,"262, Mukhopadhyay Chowk, Ahmedabad-022452",Nanded,Kerala,405813,Chinmaya Vidyalaya,ICSE,MBA,enarain@example.org,+91 +917919595294,Male,Operations,Friends,11:00:58,11:48:58,Jenifer,Specialization available,Yes
248,03-01-2024,Zayyan,20,Ucchal,Engineer,"H.No. 47, Bir Road, Hapur 085679",Kalyan-Dombivli,Kerala,738401,National Public School,State,BBA,fwali@example.org,+91 07126822829,Male,Finance,Friends,13:10:39,13:42:39,Jenifer,Specialization available,No
249,03-01-2024,Saanvi,18,Falak,Teacher,"H.No. 181, Bahri Path, South Dumdum 689015",Howrah,Kerala,688631,Vidhya Mandir,State,MBA,akala@example.org,+91 +911168200125,Male,Finance,Friends,14:08:00,14:39:00,Jenifer,"Brochure Request, No Interest",Yes
250,03-01-2024,Tanveer,20,Mitesh,Engineer,"512, Chanda Zila, Shimla-845758",Phusro,Tamil Nadu,414220,Chinmaya Vidyalaya,CBSE,BBA,amrutamane@example.net,+91 05819014713,Male,HR,Website,12:00:15,12:37:15,Jenifer,"Campus Location, Other Queries, Brochure Request",No
251,03-01-2024,Inaya,25,Yash,Businessman,"H.No. 88, Sinha Street, Nellore 324908",Bhavnagar,Telugu,50107,Narayana Group,State,BBA,henry73@example.com,+91 6349979062,Female,Marketing,Social media,10:20:07,10:25:07,Raj,"Fee Structure Inquiry, Campus Location, Other Queries",Yes
252,03-01-2024,Gaurang,23,Jalsa,Businessman,"507, Narayan Marg, Cuttack 045306",Mysore,Kerala,471102,National Public School,CBSE,MBA,yramaswamy@example.org,+91 +912951517329,Male,Operations,LinkedIn,14:36:09,15:30:09,Raj,"Campus Location, Brochure Request, Other Queries",Yes
253,03-01-2024,Isha,23,Chaitaly,Businessman,"H.No. 43, Deo Ganj, Uluberia 938801",Meerut,Tamil Nadu,82364,Vidhya Mandir,CBSE,BBA,damini24@example.org,+91 09165502130,Female,Marketing,LinkedIn,16:55:21,17:19:21,Raj,"Fee Structure Inquiry, Brochure Request",No
254,03-01-2024,Mohammed,17,Upma,Businessman,"H.No. 006, Baral Street, Chennai-774999",Thrissur,Kerala,608220,Vidhya Mandir,ICSE,BBA,yochanasheth@example.org,+91 09056044876,Male,HR,LinkedIn,14:07:53,14:18:53,Raj,"Scope of the course, No.of candidates placed, Other Queries",No
255,03-01-2024,Luke,24,Indrajit,Businessman,"H.No. 58, Sani Street, Danapur-067478",Bhusawal,Kerala,219336,St. Joseph's Matriculation,State,MBA,guneetsur@example.net,+91 7921360726,Male,HR,LinkedIn,14:18:28,14:46:28,Raj,"No.of candidates placed, Other Queries",Yes
256,03-01-2024,Ekavir,23,Indira,Businessman,"H.No. 79, Sawhney Road, Rohtak 925204",Rewa,Kerala,14183,Vidhya Mandir,ICSE,BBA,nehapalan@example.net,+91 +914586543128,Female,Marketing,Website,15:30:21,16:16:21,Raj,"No Interest, Other Queries, Fee Structure Inquiry",Yes
257,03-01-2024,Janaki,17,Anjali,Doctor,"H.No. 077, Bali Circle, Barasat 639132",Panihati,Telugu,845848,St. Joseph's Matriculation,CBSE,MBA,balendraloke@example.net,+91 06140772368,Male,Marketing,Social media,10:10:23,10:56:23,Raj,"Other Queries, Specialization available, No Interest",Yes
258,03-01-2024,Vincent,24,Kamala,Engineer,"66/63, Varughese Marg, Muzaffarnagar-420347",Kozhikode,Kerala,738685,St. Joseph's Matriculation,State,BBA,brindagarg@example.org,+91 +912382636851,Female,Marketing,Cricket Match,17:26:06,18:20:06,Raj,"Brochure Request, No Interest",No
259,03-01-2024,Odika,19,Yash,Teacher,"58/307, Rajan Street, Delhi-297685",Khora ,Tamil Nadu,611193,National Public School,State,MBA,girik54@example.net,+91 +918823531474,Female,Finance,Friends,15:40:15,16:14:15,Raj,"No Interest, Brochure Request",No
260,03-01-2024,Wakeeta,25,Yutika,Teacher,"504, Memon Chowk, Patiala 575316",Amritsar,Tamil Nadu,214713,Narayana Group,State,MBA,oakarunima@example.org,+91 07722752756,Female,HR,Cricket Match,15:31:44,15:56:44,Raj,"Fee Structure Inquiry, Campus Location, Specialization available",No
261,03-01-2024,Deepa,17,Xalak,Businessman,"895, Nanda Zila, Amroha-528327",Jalgaon,Telugu,218133,Chinmaya Vidyalaya,State,BBA,yashoda45@example.com,+91 +914260753309,Male,Marketing,Social media,14:16:02,14:52:02,Raj,Placement opportunities,Yes
262,03-01-2024,Neha,25,Advaith,Teacher,"H.No. 928, Golla Street, Belgaum-194596",Nangloi Jat,Telugu,203179,St. Joseph's Matriculation,ICSE,MBA,wrama@example.net,+91 2001574834,Female,Operations,Friends,11:03:27,11:12:27,Raj,"No.of candidates placed, Placement opportunities",Yes
263,03-01-2024,Lakshit,17,Alexander,Doctor,"01/514, Dhawan Ganj, Panvel 244339",Mangalore,Kerala,987503,Don Bosco School,ICSE,MBA,keyakota@example.com,+91 02851141661,Male,Operations,Friends,09:53:58,10:17:58,Raj,Availability of Hostel facility,Yes
264,03-01-2024,Pranav,20,Yash,Farmer,"64, Gola Road, Bardhaman 335670",Motihari,Telugu,763529,St. Joseph's Matriculation,State,MBA,rdugar@example.org,+91 5095853340,Female,Finance,Social media,15:54:27,16:20:27,Raj,"Placement opportunities, No Interest, Availability of Hostel facility",No
265,03-01-2024,Anmol,17,Manbir,Farmer,"H.No. 67, Sandal, Bhilwara 103895",Nandyal,Telugu,316254,Don Bosco School,State,BBA,vchada@example.org,+91 7930703707,Female,Marketing,Website,10:07:46,10:37:46,Raj,Brochure Request,No
266,03-01-2024,Vedhika,24,Barkha,Teacher,"H.No. 324, Bhalla Nagar, Indore-522273",Ramagundam,Kerala,810622,Don Bosco School,ICSE,MBA,ekarajkapoor@example.net,+91 6284363718,Female,Marketing,Website,13:05:47,13:56:47,Raj,No.of candidates placed,No
267,03-01-2024,Girik,25,Ria,Teacher,"77/18, Bhatti Circle, Rajahmundry 909772",Nadiad,Telugu,42730,Chinmaya Vidyalaya,ICSE,BBA,dyalnirja@example.org,+91 2040393114,Male,Operations,Website,13:53:17,14:04:17,Raj,"Brochure Request, Campus Location",No
268,03-01-2024,Advik,23,Maanav,Farmer,"02/361, Parikh Street, Tiruvottiyur 323672",Agartala,Kerala,519598,Vidhya Mandir,ICSE,MBA,ypandey@example.net,+91 04387245147,Female,Marketing,LinkedIn,14:12:02,15:05:02,Raj,Brochure Request,No
269,03-01-2024,Charles,19,Ojas,Businessman,"77/74, Mangal Street, Amaravati-158147",Jhansi,Telugu,568939,Don Bosco School,CBSE,MBA,alkamemon@example.org,+91 +916768267839,Female,HR,Website,15:59:54,16:33:54,Raj,Brochure Request,No
270,03-01-2024,Baljiwan,19,Raghav,Farmer,"22/22, Bera, Kolkata-213641",Agra,Telugu,248966,Chinmaya Vidyalaya,State,MBA,ravalpatrick@example.com,+91 03021695769,Male,Operations,Friends,16:48:34,16:53:34,Raj,Fee Structure Inquiry,No
271,03-01-2024,Warhi,20,Zashil,Farmer,"27/885, Doshi Street, Surendranagar Dudhrej 914398",Ajmer,Kerala,910490,Don Bosco School,ICSE,BBA,aayushmitter@example.org,+91 +914933507124,Female,HR,Cricket Match,17:30:55,18:09:55,Raj,Availability of Hostel facility,No
272,03-01-2024,Quincy,19,Harish,Engineer,"88, Deshpande Marg, Dhanbad-839549",Mumbai,Telugu,109010,St. Joseph's Matriculation,State,BBA,ria72@example.org,+91 09696295286,Female,Finance,LinkedIn,11:43:31,12:29:31,Raj,"Placement opportunities, Brochure Request, Availability of Hostel facility",Yes
273,03-01-2024,Watika,24,Ronith,Businessman,"H.No. 786, Bhatnagar Ganj, Amritsar-328161",Morena,Tamil Nadu,772290,Don Bosco School,CBSE,BBA,bajwakamya@example.net,+91 +914523240705,Female,HR,LinkedIn,14:06:06,14:50:06,Raj,"Availability of Hostel facility, No Interest",Yes
274,03-01-2024,Sathvik,20,Yashawini,Teacher,"H.No. 877, De Nagar, Asansol 384599",Gwalior,Kerala,910264,Vidhya Mandir,CBSE,BBA,cvasa@example.net,+91 +919543628486,Male,HR,Social media,17:48:09,18:43:09,Raj,"No.of candidates placed, Placement opportunities",Yes
275,03-01-2024,Vansha,25,Girish,Doctor,"52/37, Thaman Ganj, Tiruvottiyur-783034",Jalna,Kerala,990472,Narayana Group,State,MBA,boraharinakshi@example.net,+91 07375175166,Female,Operations,Cricket Match,13:32:30,13:49:30,Raj,"Fee Structure Inquiry, Specialization available",Yes
276,03-01-2024,Hamsini,22,Dalaja,Engineer,"30/192, Mahajan Street, Indore-790398",Kollam,Tamil Nadu,631575,Don Bosco School,ICSE,BBA,wmurthy@example.com,+91 02521865585,Female,Finance,Website,16:13:31,16:19:31,Priya,"Fee Structure Inquiry, Placement opportunities, Specialization available",No
277,03-01-2024,Ekantika,18,Warhi,Businessman,"H.No. 547, Gupta Chowk, Allahabad-235554",Vellore,Kerala,230944,Chinmaya Vidyalaya,CBSE,MBA,kavyarama@example.org,+91 +913947755270,Female,HR,Social media,10:08:54,10:48:54,Priya,"No.of candidates placed, Other Queries",Yes
278,03-01-2024,Rachana,19,Dalbir,Doctor,"99, Deol, Ongole 325208",Maheshtala,Telugu,77903,Don Bosco School,CBSE,BBA,othakkar@example.org,+91 03893472026,Female,Finance,Social media,10:16:14,10:37:14,Priya,"Fee Structure Inquiry, Placement opportunities, No.of candidates placed",No
279,03-01-2024,Lekha,23,Maanav,Teacher,"H.No. 35, Agarwal Road, Bikaner-968642",Parbhani,Kerala,521288,Chinmaya Vidyalaya,CBSE,MBA,paninibail@example.com,+91 2751086484,Female,Finance,Cricket Match,13:42:19,13:51:19,Priya,"No.of candidates placed, Other Queries",Yes
